Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
07/14/2022,VOLK,4D,,GRY,DD15708,IL,400 E. Lower Wacker,(312) 744-7550,0261719
09/25/2022,SUBA,4D,,RED,Y749429,IL,701 N. Sacramento,(773) 265-7605,7040155
07/27/2022,HOND,LL,,GRY,AT81228,IL,10300 S. Doty,(773) 568-8495,2935425
08/13/2022,SUBA,LL,,WHI,EKA4620,MI,10300 S. Doty,(773) 568-8495,2936232
09/25/2022,KIA,4D,,BLK,E715825,IL,701 N. Sacramento,(773) 265-7605,7040156
09/29/2022,FORD,4D,,BLU,CD59457,IL,400 E. Lower Wacker,(312) 744-7550,0266602
09/13/2022,HOND,4D,,SIL,BT3D659,TX,400 E. Lower Wacker,(312) 744-7550,0265649
09/02/2022,LAND,LL,,BLK,0626W27,TX,10300 S. Doty,(773) 568-8495,2937188
09/26/2022,CADI,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7040221
09/29/2022,MAZD,4D,,GRY,QQ2540,IN,400 E. Lower Wacker,(312) 744-7550,0266603
09/07/2022,CHEV,4T,,GLD,CR19861,IL,10300 S. Doty,(773) 568-8495,2937385
07/05/2022,TOYT,4D,,RED,CY14142,IL,701 N. Sacramento,(773) 265-7605,7034898
09/02/2022,KIA,LL,,GRY,842RSP,IN,10300 S. Doty,(773) 568-8495,2937190
09/18/2022,DODG,4D,,BLK,CJ73296,IL,10300 S. Doty,(773) 568-8495,2937862
09/11/2022,NISS,4D,,MAR,32891EL,IL,701 N. Sacramento,(773) 265-7605,7039075
09/11/2022,HOND,4D,,RED,DH60254,IL,701 N. Sacramento,(773) 265-7605,7039165
09/18/2022,CHRY,4D,,SIL,KJK439,IA,10300 S. Doty,(773) 568-8495,2937865
09/26/2022,LINC,4D,,SIL,FP176194,IL,701 N. Sacramento,(773) 265-7605,7040220
09/07/2022,GMC,LL,,WHI,DH42382,IL,10300 S. Doty,(773) 568-8495,2937386
07/21/2022,HOND,VN,,WHI,FP171344,IL,10300 S. Doty,(773) 568-8495,2935192
08/01/2022,NISS,4D,,SIL,CH32756,IL,10300 S. Doty,(773) 785-9752,1723495
07/27/2022,NISS,4D,,MAR,,IL,10300 S. Doty,(773) 568-8495,2935429
08/01/2022,TOYT,PK,,BLK,2927347B,IL,10300 S. Doty,(773) 785-9752,1723494
07/27/2022,HYUN,4D,,WHI,3453447,IL,10300 S. Doty,(773) 568-8495,2935432
09/26/2022,JEEP,LL,,BLK,OHTURK,IL,701 N. Sacramento,(773) 265-7605,7040222
08/13/2022,FORD,PK,,WHI,2656789B,IL,10300 S. Doty,(773) 568-8495,293620
09/03/2022,CHEV,4D,,GRY,AN87025,IL,701 N. Sacramento,(773) 265-7605,7038634
09/26/2022,KIA,LL,,SIL,CS68195,IL,701 N. Sacramento,(773) 265-7605,7040218
09/02/2022,ACUR,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7038446
09/02/2022,MERZ,4D,,WHI,Z921265,IL,701 N. Sacramento,(773) 265-7605,7038457
09/03/2022,CHEV,4D,,GRY,CU87586,IL,701 N. Sacramento,(773) 265-7605,7038564
09/07/2022,CHEV,PK,,RED,3350303B,IL,701 N. Sacramento,(773) 265-7605,7038819
09/03/2022,DODG,LL,,SIL,R079847,IN,701 N. Sacramento,(773) 265-7605,7038563
09/03/2022,HOND,4D,,SIL,DH62125,IL,701 N. Sacramento,(773) 265-7605,7038553
09/10/2022,ACUR,LL,,SIL,CR89761,IL,701 N. Sacramento,(773) 265-7605,7039054
09/10/2022,NISS,4D,,BLK,CY86711,IL,10300 S. Doty,(773) 568-8495,2937552
09/21/2022,BMW,4D,,BLK,S1301664,GA,10300 S. Doty,(773) 568-8495,2938007
07/21/2022,FORD,4D,,BLK,DB70630,IL,10300 S. Doty,(773) 568-8495,2935196
09/04/2022,JEEP,LL,,BLK,CA83677,IL,701 N. Sacramento,(773) 265-7605,7038630
07/30/2022,NISS,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2935562
09/22/2022,TOYT,2D,,BLU,00275144,IL,10300 S. Doty,(773) 568-8495,2938087
07/30/2022,HOND,LL,,MAR,959AA415,IL,701 N. Sacramento,(773) 265-7605,7036280
08/09/2022,DODG,4D,,GRY,CR45752,IL,10300 S. Doty,(773) 568-8495,2935985
08/19/2022,HYUN,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7037579
08/16/2022,JEEP,LL,,GRN,,IL,701 N. Sacramento,(773) 265-7605,7037384
09/10/2022,CHEV,LL,,RED,Q873006,IL,701 N. Sacramento,(773) 265-7605,7039052
08/09/2022,JEEP,LL,,RED,,IL,701 N. Sacramento,(773) 265-7605,7036970
07/21/2022,TOYT,4D,,BLU,DD52506,IL,10300 S. Doty,(773) 568-8495,2935193
08/20/2022,NISS,LL,,BLK,CW42206,IL,701 N. Sacramento,(773) 265-7605,7037583
09/04/2022,FORD,4D,,BLU,JMH8847,OH,701 N. Sacramento,(773) 265-7605,7038631
09/21/2022,BMW,4D,,BLK,DM68189,IL,10300 S. Doty,(773) 568-8495,2937996
08/16/2022,AUDI,LL,,WHI,DB56135,IL,701 N. Sacramento,(773) 265-7605,7037386
09/10/2022,LEXS,4D,,RED,CJ97493,IL,10300 S. Doty,(773) 568-8495,2937553
09/10/2022,HYUN,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2937555
09/22/2022,TOYT,4D,,GLD,DG53414,IL,10300 S. Doty,(773) 568-8495,2938088
09/26/2022,TOYT,LL,TK,BLK,X357517,IL,701 N. Sacramento,(773) 265-7605,7040219
07/10/2022,BUIC,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7035221
08/09/2022,TOYT,4D,,MAR,DC53052,IL,701 N. Sacramento,(773) 265-7605,7036973
08/06/2022,MERC,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2935831
07/30/2022,NISS,2T,,WHI,CD12454,IL,10300 S. Doty,(773) 568-8495,2935567
09/29/2022,VOLK,4D,,GRY,DD19046,IL,400 E. Lower Wacker,(312) 744-7550,0266606
09/29/2022,HYUN,4D,,BLK,DE90237,IL,400 E. Lower Wacker,(312) 744-7550,0266607
09/29/2022,SUBA,SW,,BLK,AT95504,IL,701 N. Sacramento,(773) 265-7605,7040378
09/10/2022,CHEV,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2937591
08/28/2022,JEEP,LL,TK,RED,DR15341,IL,10300 S. Doty,(773) 568-8495,2937004
09/29/2022,HOND,4D,,BLU,CZ18569,IL,701 N. Sacramento,(773) 265-7605,7040379
08/20/2022,TOYT,LL,,GRY,AC95192,IL,701 N. Sacramento,(773) 265-7605,7037585
07/30/2022,CHEV,4D,,BLK,CY84469,IL,701 N. Sacramento,(773) 265-7605,7036293
08/20/2022,MAZD,LL,,WHI,CK12660,IL,701 N. Sacramento,(773) 265-7605,7037582
09/10/2022,CHRY,VN,,GRY,AM14698,IL,10300 S. Doty,(773) 568-8495,2937593
09/05/2022,GMC,LL,,BGE,CD39315,IL,701 N. Sacramento,(773) 265-7605,7038753
08/20/2022,MAZD,LL,,WHI,AHF6046,WI,701 N. Sacramento,(773) 265-7605,7037590
08/20/2022,LEXS,SW,,SIL,Z856320,IL,701 N. Sacramento,(773) 265-7605,7037589
07/27/2022,HYUN,4D,,WHI,CR37520,IL,10300 S. Doty,(773) 568-8495,2935433
08/01/2022,CHEV,LL,TK,MAR,,,701 N. Sacramento,(773) 265-7605,7036426
09/21/2022,KIA,4D,,BLK,AF82952,IL,10300 S. Doty,(773) 568-8495,2938005
09/21/2022,FORD,4D,,GRY,CT42900,IL,10300 S. Doty,(773) 568-8495,2938003
07/01/2022,DODG,LL,TK,TAN,,IL,10300 S. Doty,(773) 568-8495,2934414
08/20/2022,INFI,SW,,GRY,CN54670,IL,701 N. Sacramento,(773) 265-7605,7037588
09/21/2022,JEEP,LL,TK,BLK,003704A4,IL,701 N. Sacramento,(773) 265-7605,7039842
09/29/2022,PONT,2D,,SIL,CS40123,IL,701 N. Sacramento,(773) 265-7605,7040380
08/20/2022,CHEV,PK,,BLK,2510197B,IL,701 N. Sacramento,(773) 265-7605,7037591
09/28/2022,AUDI,4D,,BLK,9113805,IL,701 N. Sacramento,(773) 265-7605,7040382
09/20/2022,CHEV,VN,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7039841
09/04/2022,KIA,4D,,RED,CS57594,IL,10300 S. Doty,(773) 568-8495,2937259
09/21/2022,VOLK,4D,,GRY,DE85415,IL,10300 S. Doty,(773) 568-8495,2938002
09/29/2022,HYUN,4D,,SIL,CV35946,IL,701 N. Sacramento,(773) 265-7605,7040381
08/13/2022,INFI,4D,,BLK,CC87702,IL,10300 S. Doty,(773) 568-8495,2936198
07/01/2022,DODG,4D,,RED,CH61548,IL,701 N. Sacramento,(773) 265-7605,7034564
09/04/2022,CADI,2D,,SIL,DN21095,IL,701 N. Sacramento,(773) 265-7605,7038627
07/05/2022,HYUN,4D,,SIL,BV71311,IL,10300 S. Doty,(773) 568-8495,2934590
09/04/2022,NISS,4D,,BLK,BR80832,IL,10300 S. Doty,(773) 568-8495,2937260
08/13/2022,CHEV,4D,,BLK,CF46692,IL,10300 S. Doty,(773) 568-8495,2936233
09/18/2022,DODG,4D,,GRY,BY84947,IL,10300 S. Doty,(773) 568-8495,2937868
09/04/2022,CHEV,LL,,SIL,T853106,IN,701 N. Sacramento,(773) 265-7605,7038671
07/25/2022,BMW,4D,,BLK,DH52597,IL,10300 S. Doty,(773) 568-8495,2935300
09/03/2022,JEEP,LL,,SIL,BL86834,IL,701 N. Sacramento,(773) 265-7605,7038585
09/03/2022,TOYT,4D,,BLK,BM68970,IL,701 N. Sacramento,(773) 265-7605,7038581
09/03/2022,HYUN,4D,,BLK,DF18763,IL,701 N. Sacramento,(773) 265-7605,7038580
09/04/2022,AUDI,4D,,BLK,AR41798,IL,701 N. Sacramento,(773) 265-7605,7038682
09/07/2022,DODG,LL,,WHI,DIASBU,IL,10300 S. Doty,(773) 568-8495,2937388
09/29/2022,FORD,4D,,MAR,CT57222,IL,400 E. Lower Wacker,(312) 744-7550,0266608
09/29/2022,CHEV,4D,,BLK,354840,IL,701 N. Sacramento,(773) 265-7605,7040383
08/20/2022,NISS,4D,,BLU,201RIC,IL,701 N. Sacramento,(773) 265-7605,7037601
08/06/2022,CHRY,4T,,BLK,,IL,10300 S. Doty,(773) 568-8495,2935834
09/29/2022,TOYT,4D,,BLK,KNAIRCC,IL,400 E. Lower Wacker,(312) 744-7550,0266611
08/10/2022,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2936002
08/10/2022,JEEP,LL,,BLK,BC45661,IL,10300 S. Doty,(773) 568-8495,2935998
07/17/2022,HYUN,4D,,BLK,P318201,IN,10300 S. Doty,(773) 568-8495,2935020
09/22/2022,NISS,4D,,GRY,DNK364,IA,10300 S. Doty,(773) 568-8495,2938089
09/29/2022,CHRY,4D,,MAR,DG32016,IL,400 E. Lower Wacker,(312) 744-7550,0266610
08/20/2022,CHEV,4D,,GRY,CY20375,IL,701 N. Sacramento,(773) 265-7605,7037593
09/24/2022,CADI,4D,,BLK,CT38177,IL,10300 S. Doty,(773) 568-8495,2938191
08/24/2022,PONT,4D,,RED,APF2353,WI,400 E. Lower Wacker,(312) 744-7550,0264493
08/20/2022,SUBA,SW,,BLK,CE26911,IL,701 N. Sacramento,(773) 265-7605,7037598
08/16/2022,KIA,LL,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7037390
08/20/2022,HOND,LL,,MAR,CB72744,IL,701 N. Sacramento,(773) 265-7605,7037595
08/20/2022,GMC,LL,,WHI,Q297488,IL,701 N. Sacramento,(773) 265-7605,7037599
07/25/2022,BUIC,LL,,BLK,CV15035,IL,701 N. Sacramento,(773) 265-7605,7036055
07/17/2022,CHEV,4D,,MAR,R359507,IN,10300 S. Doty,(773) 568-8495,2935018
09/29/2022,LEXS,4D,,BLK,BD93484,IL,701 N. Sacramento,(773) 265-7605,7040384
08/28/2022,HYUN,4D,,BLK,BX59825,IL,701 N. Sacramento,(773) 265-7605,7038145
08/20/2022,FORD,LL,,WHI,3005093B,IL,701 N. Sacramento,(773) 265-7605,7037659
09/21/2022,TOYT,VN,,BLK,AM74715,IL,701 N. Sacramento,(773) 265-7605,7039848
07/14/2022,JEEP,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2934884
08/20/2022,TOYT,4D,,SIL,DF61724,IL,701 N. Sacramento,(773) 265-7605,7037603
09/10/2022,FORD,2D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7039056
09/21/2022,CHRY,4D,,GRY,AE34165,IL,701 N. Sacramento,(773) 265-7605,7039847
09/07/2022,TOYT,PK,,GRN,3104558B,IL,10300 S. Doty,(773) 568-8495,2937389
09/07/2022,HOND,2D,,GRN,DN20446,IL,701 N. Sacramento,(773) 265-7605,7038826
09/24/2022,TOYT,LL,,RED,DH19667,IL,10300 S. Doty,(773) 568-8495,2938190
08/20/2022,FORD,LL,,BLK,BP87065,IL,701 N. Sacramento,(773) 265-7605,7037584
08/20/2022,HOND,4D,,BLK,DN58320,IL,701 N. Sacramento,(773) 265-7605,7037594
07/10/2022,HOND,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,7035239
08/20/2022,DODG,4D,,WHI,70BTSL,FL,701 N. Sacramento,(773) 265-7605,7037600
09/09/2022,CHEV,4D,,SIL,CS93549,IL,10300 S. Doty,(773) 568-8495,2937522
07/15/2022,DODG,4D,,BLK,N00N3Y,AL,10300 S. Doty,(773) 568-8495,2934962
08/20/2022,HYUN,LL,,BLK,CJ45439,IL,701 N. Sacramento,(773) 265-7605,7037609
09/18/2022,SCIO,4D,,SIL,CM14775,IL,10300 S. Doty,(773) 568-8495,2937864
09/07/2022,SATR,4D,,GRY,760973,IL,10300 S. Doty,(773) 568-8495,2937390
09/10/2022,FORD,2D,,BLK,4525A33,IL,10300 S. Doty,(773) 568-8495,2937596
08/20/2022,FORD,4D,,RED,BW27025,IL,701 N. Sacramento,(773) 265-7605,7037596
09/10/2022,DODG,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2937594
09/09/2022,LEXS,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2937523
08/20/2022,INFI,4D,,WHI,CF92427,IL,701 N. Sacramento,(773) 265-7605,7037597
09/26/2022,FORD,4D,,SIL,BE28056,IL,400 E. Lower Wacker,(312) 744-7550,0266444
07/14/2022,HOND,4D,,BLK,4445354,IL,701 N. Sacramento,(773) 265-7605,7033804
09/10/2022,KIA,4D,,SIL,BR82322,IL,10300 S. Doty,(773) 568-8495,2937597
09/07/2022,INFI,LL,,DBL,DK43072,IL,701 N. Sacramento,(773) 265-7605,7038822
07/22/2022,HOND,MC,,WHI,C57414,IL,701 N. Sacramento,(773) 265-7605,7035827
08/01/2022,KIA,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2935670
08/01/2022,TOYT,4D,,SIL,V654742,IL,10300 S. Doty,(773) 568-8495,2935671
09/24/2022,FORD,4D,,WHI,DJ58981,IL,10300 S. Doty,(773) 568-8495,2938194
09/26/2022,GMC,LL,,BLK,CN58423,IL,10300 S. Doty,(773) 568-8495,2938287
08/20/2022,FORD,LL,,WHI,AM48007,IL,701 N. Sacramento,(773) 265-7605,7037611
07/05/2022,HYUN,LL,,BLK,CN41052,IL,10300 S. Doty,(773) 568-8495,2934596
07/30/2022,DODG,SW,,RED,CG38767,IL,701 N. Sacramento,(773) 265-7605,7036267
08/28/2022,JEEP,LL,TK,GRY,CH50969,IL,701 N. Sacramento,(773) 265-7605,7038158
08/20/2022,HOND,LL,,BLK,CT56731,IL,701 N. Sacramento,(773) 265-7605,7037605
08/24/2022,NISS,4D,,BLK,BZ29287,IL,400 E. Lower Wacker,(312) 744-7550,0264495
09/09/2022,FORD,4D,,WHI,CZ23759,IL,10300 S. Doty,(773) 568-8495,2937521
09/04/2022,CHEV,4D,,GRY,DJ93919,IL,10300 S. Doty,(773) 568-8495,2937264
09/04/2022,KIA,4D,,GRY,BP95000,IL,10300 S. Doty,(773) 568-8495,2937263
08/20/2022,DODG,PK,,RED,3361931B,IL,701 N. Sacramento,(773) 265-7605,7037613
08/17/2022,MAZD,4T,,WHI,CF53323,IL,701 N. Sacramento,(773) 265-7605,7037399
08/13/2022,HYUN,4D,,LBL,,IL,701 N. Sacramento,(773) 265-7605,7037087
09/21/2022,BUIC,4D,,DBL,Z965244,IL,701 N. Sacramento,(773) 265-7605,7039839
08/20/2022,HYUN,4D,,GRN,E641486,IL,701 N. Sacramento,(773) 265-7605,7037606
08/20/2022,NISS,4D,,BLK,ZU17718,IL,701 N. Sacramento,(773) 265-7605,7037608
08/20/2022,NISS,4D,,GRN,CT60042,IL,701 N. Sacramento,(773) 265-7605,7037612
08/13/2022,JEEP,LL,,GRY,R245870,IN,10300 S. Doty,(773) 568-8495,2936315
08/20/2022,KIA,4D,,WHI,8WVE405,CA,701 N. Sacramento,(773) 265-7605,7037607
09/07/2022,HOND,4D,,BLU,CE26161,IL,400 E. Lower Wacker,(312) 744-7550,0265249
08/20/2022,HOND,4D,,BLK,E548979,IL,701 N. Sacramento,(773) 265-7605,7037604
07/05/2022,BUIC,4D,,BLU,9208959,IL,10300 S. Doty,(773) 568-8495,2934593
07/22/2022,HYUN,4T,,BLU,Y932947,IL,10300 S. Doty,(773) 568-8495,2935205
07/22/2022,KIA,4D,,RED,DC76805,IL,10300 S. Doty,(773) 568-8495,2935210
08/01/2022,HOND,VN,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7036432
07/01/2022,CHEV,4D,,GLD,DF95666,IL,10300 S. Doty,(773) 568-8495,2934420
09/24/2022,DODG,4D,,SIL,R463184,IN,10300 S. Doty,(773) 568-8495,2938193
09/04/2022,CHEV,4D,,BLK,CJ38706,IL,10300 S. Doty,(773) 568-8495,2937265
09/21/2022,SUBA,LL,,GRY,CB86544,IL,400 E. Lower Wacker,(312) 744-7550,0266106
09/07/2022,HYUN,4D,,GRY,DG75668,IL,701 N. Sacramento,(773) 265-7605,7038823
07/05/2022,MITS,LL,,GRY,CT64290,IL,10300 S. Doty,(773) 568-8495,2934598
09/21/2022,CHEV,PK,,BGE,,IL,701 N. Sacramento,(773) 265-7605,7039844
09/22/2022,FORD,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2938090
08/01/2022,CHRY,4D,,WHI,DC3246,IL,10300 S. Doty,(773) 568-8495,2935677
08/01/2022,DODG,2D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2935676
08/20/2022,TOYT,4D,,GRY,CX64277,IL,701 N. Sacramento,(773) 265-7605,7037615
08/17/2022,HOND,4D,,RED,P206675,IL,10300 S. Doty,(773) 568-8495,2936533
09/10/2022,HOND,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2937598
09/29/2022,KIA,4D,,WHI,FP140469,IL,400 E. Lower Wacker,(312) 744-7550,0266614
08/17/2022,HOND,CP,,GRY,Q843829,IL,10300 S. Doty,(773) 568-8495,2936534
09/29/2022,CHEV,4D,,BLK,CJ76232,IL,701 N. Sacramento,(773) 265-7605,7040385
09/24/2022,MERZ,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2938192
09/10/2022,JEEP,LL,,WHI,DB25079,IL,10300 S. Doty,(773) 568-8495,2937599
09/09/2022,FORD,4D,TAU,GLD,,IL,10300 S. Doty,(773) 568-8495,2937536
08/13/2022,CHEV,LL,,BGE,2277A76,IL,10300 S. Doty,(773) 568-8495,2936314
08/20/2022,GMC,LL,,MAR,DH37276,IL,701 N. Sacramento,(773) 265-7605,7037622
07/10/2022,KIA,LL,,BLK,CX30474,IL,701 N. Sacramento,(773) 265-7605,7035245
09/09/2022,BMW,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2937535
09/09/2022,CHRY,4D,,DBL,,IL,10300 S. Doty,(773) 568-8495,2937529
09/04/2022,NISS,4D,,RED,,,10300 S. Doty,(773) 568-8495,2937266
09/29/2022,HYUN,4D,,BLU,CQ96224,IL,400 E. Lower Wacker,(312) 744-7550,0266613
09/26/2022,HYUN,4D,,BLK,DC40426,IL,10300 S. Doty,(773) 568-8495,2938288
09/24/2022,MITS,LL,,SIL,DJ19276,IL,400 E. Lower Wacker,(312) 744-7550,0266305
07/24/2022,FORD,PK,,SIL,3064918B,IL,701 N. Sacramento,(773) 265-7605,7035990
09/04/2022,CHEV,LL,,BLU,Z294518,IL,701 N. Sacramento,(773) 265-7605,7038695
08/20/2022,DODG,4D,,BLK,479BCF,IL,701 N. Sacramento,(773) 265-7605,7037624
08/13/2022,FORD,4D,,GRY,DA25272,IL,10300 S. Doty,(773) 568-8495,2936298
09/29/2022,HOND,4D,,GRY,Z891359,IL,400 E. Lower Wacker,(312) 744-7550,0266612
08/20/2022,FORD,LL,,WHI,CG55312,IL,701 N. Sacramento,(773) 265-7605,7037625
09/09/2022,VOLV,4D,,GRY,CV15975,IL,10300 S. Doty,(773) 568-8495,2937527
08/06/2022,TOYT,4T,,GRY,DE78512,IL,701 N. Sacramento,(773) 265-7605,7036750
08/20/2022,CHEV,LL,,WHI,DF12356,IL,701 N. Sacramento,(773) 265-7605,7037623
08/20/2022,TOYT,4D,,BLU,BZ83405,IL,701 N. Sacramento,(773) 265-7605,7037618
08/10/2022,NISS,LL,,RED,BT82883,IL,400 E. Lower Wacker,(312) 744-7550,0263539
08/17/2022,HYUN,4D,,GRY,DF14462,IL,10300 S. Doty,(773) 568-8495,2936536
07/13/2022,,,,,DL15332,IL,10300 S. Doty,(773) 568-8495,2934813
08/06/2022,HOND,2T,,GRY,CZ46448,IL,701 N. Sacramento,(773) 265-7605,7036745
08/20/2022,MITS,4D,,BLK,S745918,IL,701 N. Sacramento,(773) 265-7605,7037626
09/29/2022,HOND,4D,,GRY,Z891359,IL,400 E. Lower Wacker,(312) 744-7550,0266612
09/04/2022,FORD,4D,,SIL,193AB619,IL,10300 S. Doty,(773) 568-8495,2937270
09/20/2022,CHEV,PK,,RED,3066123B,IL,10300 S. Doty,(773) 568-8495,2937947
09/29/2022,FORD,4D,,BLK,CJ95711,IL,701 N. Sacramento,(773) 265-7605,7040386
08/13/2022,CHEV,4D,,WHI,DF58400,IL,10300 S. Doty,(773) 568-8495,2936273
08/17/2022,CHEV,LL,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7037403
09/29/2022,FORD,4D,,BLK,CJ95711,IL,701 N. Sacramento,(773) 265-7605,7040386
08/17/2022,CHEV,4D,,GRY,DD52796,IL,10300 S. Doty,(773) 568-8495,2936535
09/10/2022,FORD,4D,,GRY,AT52700,IL,10300 S. Doty,(773) 568-8495,2937546
08/06/2022,TOYT,4T,,WHI,DD49966,IL,701 N. Sacramento,(773) 265-7605,7036753
08/20/2022,BMW,LL,,BLK,DN560161,IL,701 N. Sacramento,(773) 265-7605,7037616
07/10/2022,CHEV,4D,,BLK,NPA211,IN,10300 S. Doty,(773) 568-8495,2934713
08/20/2022,HOND,4D,,RED,CM21094,IL,701 N. Sacramento,(773) 265-7605,7037617
08/20/2022,HYUN,4D,,BLK,A310325,IL,701 N. Sacramento,(773) 265-7605,7037620
08/20/2022,FORD,LL,,BLK,AY60030,IL,701 N. Sacramento,(773) 265-7605,7037621
07/10/2022,CADI,4D,,SIL,BU69095,IL,10300 S. Doty,(773) 568-8495,2934709
09/10/2022,CHEV,LL,,BLK,DN26074,IL,10300 S. Doty,(773) 568-8495,2937567
08/28/2022,MERC,4D,,SIL,DK33431,IL,701 N. Sacramento,(773) 265-7605,7038164
07/14/2022,CHEV,LL,,BLK,3086725B,IL,701 N. Sacramento,(773) 265-7605,7035380
07/30/2022,HOND,VA,,GRY,DD63649,IL,10300 S. Doty,(773) 568-8495,2935580
09/10/2022,JAGU,4D,,BLK,DJ87286,IL,10300 S. Doty,(773) 568-8495,2937568
07/01/2022,CHEV,4D,,SIL,BK85265,IL,701 N. Sacramento,(773) 265-7605,7034591
08/24/2022,NISS,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7037879
07/30/2022,HOND,VA,,GRY,DD63649,IL,10300 S. Doty,(773) 568-8495,2935580
08/20/2022,NISS,4D,,BLK,BU16911,IL,701 N. Sacramento,(773) 265-7605,7037619
07/22/2022,TOYT,4D,,BLK,DC38930,IL,10300 S. Doty,(773) 568-8495,2935211
07/22/2022,CHRY,4D,,WHI,CN19785,IL,10300 S. Doty,(773) 568-8495,2935212
09/26/2022,CHEV,PK,,WHI,3170932B,IL,701 N. Sacramento,(773) 265-7605,7040226
09/29/2022,JEEP,LL,,BLK,DE20874,IL,701 N. Sacramento,(773) 265-7605,7040387
09/29/2022,HYUN,4D,,GRY,D3K260,KY,701 N. Sacramento,(773) 265-7605,7040390
09/29/2022,FORD,PK,,WHI,61461FF,IL,701 N. Sacramento,(773) 265-7605,7040389
07/17/2022,DODG,4D,,WHI,CU56617,IL,701 N. Sacramento,(773) 265-7605,7035617
09/21/2022,VOLK,4D,,BGE,CK85134,IL,400 E. Lower Wacker,(312) 744-7550,0266105
09/29/2022,INFI,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7040388
08/20/2022,DODG,4D,,GRY,CK48719,IL,701 N. Sacramento,(773) 265-7605,7037631
08/20/2022,KIA,4D,,WHI,DN25246,IL,701 N. Sacramento,(773) 265-7605,7037630
09/21/2022,KIA,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2938008
09/10/2022,LINC,4D,,BLK,CB14927,IL,10300 S. Doty,(773) 568-8495,2937545
09/04/2022,GMC,4D,,WHI,Q705849,IL,10300 S. Doty,(773) 568-8495,2937273
09/29/2022,FORD,VN,,WHI,7A776FF,IL,400 E. Lower Wacker,(312) 744-7550,0266615
09/09/2022,CHEV,2D,,BLK,ZX20762,IL,10300 S. Doty,(773) 568-8495,2937544
08/28/2022,KIA,LL,,GRY,R294202,IN,10300 S. Doty,(773) 568-8495,2937015
07/30/2022,KIA,LL,,SIL,DK94921,IL,10300 S. Doty,(773) 568-8495,2935583
07/01/2022,DODG,LL,TK,WHI,AS43865,IL,10300 S. Doty,(773) 568-8495,2934426
09/22/2022,TOYT,4D,,GRY,DA53137,IL,10300 S. Doty,(773) 568-8495,2938094
09/04/2022,MAZD,4D,,BLU,GH1NOH,MO,701 N. Sacramento,(773) 265-7605,7038696
09/22/2022,HYUN,4D,,SIL,ITA6557,MS,10300 S. Doty,(773) 568-8495,2938093
09/04/2022,NISS,LL,,WHI,CNG4793,IL,10300 S. Doty,(773) 568-8495,7038669
09/04/2022,NISS,LL,,WHI,CNG4793,IL,10300 S. Doty,(773) 568-8495,7038669
07/17/2022,HOND,4D,CIV,GRY,AG97417,IL,10300 S. Doty,(773) 568-8495,2935023
07/17/2022,CHEV,4D,,BLU,003099A4,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,2935025
09/04/2022,FORD,4D,,BLK,HYT769,IA,10300 S. Doty,(773) 568-8495,2937276
09/04/2022,NISS,4D,,BLK,R280726,IN,10300 S. Doty,(773) 568-8495,2937278
09/22/2022,LINC,4D,,WHI,DF52564,IL,10300 S. Doty,(773) 568-8495,2938092
08/02/2022,KIA,4H,,DBL,CL52761,IL,400 E. Lower Wacker,(312) 744-7550,0263005
09/17/2022,CHEV,4T,,BLK,DP32152,IL,701 N. Sacramento,(773) 265-7605,7039534
08/02/2022,CADI,4D,,RED,,,10300 S. Doty,(773) 568-8495,2935678
09/29/2022,SCIO,4D,,BLU,780DHL,IL,701 N. Sacramento,(773) 265-1846,1544275
09/07/2022,CHEV,4D,,GRY,BR76554,IL,10300 S. Doty,(773) 568-8495,2937395
09/07/2022,CHEV,4D,,GRY,BR76554,IL,10300 S. Doty,(773) 568-8495,2937395
